Company,Time Period,Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
LinkedIn,Thirty Days,MEDIUM,Longest Palindromic Subsequence,68.0,0.639169193,https://leetcode.com/problems/longest-palindromic-subsequence,"String, Dynamic Programming"
EarnIn,More Than Six Months,MEDIUM,Longest Palindromic Substring,100.0,0.356499772,https://leetcode.com/problems/longest-palindromic-substring,"Two Pointers, String, Dynamic Programming"
Target,Six Months,HARD,Longest Path With Different Adjacent Characters,100.0,0.539126813,https://leetcode.com/problems/longest-path-with-different-adjacent-characters,"Array, String, Tree, Depth-First Search, Graph, Topological Sort"
Pocket Gems,More Than Six Months,MEDIUM,Longest Repeating Character Replacement,100.0,0.568989005,https://leetcode.com/problems/longest-repeating-character-replacement,"Hash Table, String, Sliding Window"
Coupang,Six Months,MEDIUM,Longest Repeating Substring,75.2,0.629655583,https://leetcode.com/problems/longest-repeating-substring,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function"
Larsen & Toubro,More Than Six Months,EASY,Longest Strictly Increasing or Strictly Decreasing Subarray,100.0,0.650847425,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray,Array
Moloco,Six Months,MEDIUM,Longest String Chain,100.0,0.618573299,https://leetcode.com/problems/longest-string-chain,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting"
Yandex,Thirty Days,MEDIUM,Longest Subarray of 1's After Deleting One Element,100.0,0.690962977,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,"Array, Dynamic Programming, Sliding Window"
fourkites,More Than Six Months,MEDIUM,Longest Subarray With Maximum Bitwise AND,89.2,0.617949065,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and,"Array, Bit Manipulation, Brainteaser"
Juspay,Six Months,MEDIUM,Longest Subsequence With Decreasing Adjacent Difference,100.0,0.142881044,https://leetcode.com/problems/longest-subsequence-with-decreasing-adjacent-difference,"Array, Dynamic Programming"
Thomson Reuters,More Than Six Months,MEDIUM,Longest Substring Of All Vowels in Order,100.0,0.503000271,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order,"String, Sliding Window"
Baidu,More Than Six Months,MEDIUM,Longest Substring with At Least K Repeating Characters,89.2,0.454087973,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,"Hash Table, String, Divide and Conquer, Sliding Window"
AppDynamics,More Than Six Months,MEDIUM,Longest Substring with At Most K Distinct Characters,100.0,0.494258979,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,"Hash Table, String, Sliding Window"
eBay,More Than Six Months,MEDIUM,Longest Substring with At Most Two Distinct Characters,63.3,0.563009061,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,"Hash Table, String, Sliding Window"
Softwire,More Than Six Months,MEDIUM,Longest Substring Without Repeating Characters,100.0,0.367174853,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
ZS Associates,More Than Six Months,EASY,Longest Unequal Adjacent Groups Subsequence I,100.0,0.597300165,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i,"Array, String, Dynamic Programming, Greedy"
fourkites,More Than Six Months,MEDIUM,Longest Unequal Adjacent Groups Subsequence II,89.2,0.277165754,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii,"Array, String, Dynamic Programming"
Zepto,Six Months,MEDIUM,Longest Univalue Path,100.0,0.424929083,https://leetcode.com/problems/longest-univalue-path,"Tree, Depth-First Search, Binary Tree"
SOTI,More Than Six Months,HARD,Longest Valid Parentheses,100.0,0.36106572,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
Infosys,More Than Six Months,MEDIUM,Longest Well-Performing Interval,52.2,0.357978714,https://leetcode.com/problems/longest-well-performing-interval,"Array, Hash Table, Stack, Monotonic Stack, Prefix Sum"
Pinterest,More Than Six Months,MEDIUM,Longest Word in Dictionary,49.8,0.533492554,https://leetcode.com/problems/longest-word-in-dictionary,"Array, Hash Table, String, Trie, Sorting"
eBay,More Than Six Months,MEDIUM,Longest ZigZag Path in a Binary Tree,75.2,0.665450317,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
PayPal,Six Months,MEDIUM,Loud and Rich,69.5,0.614198795,https://leetcode.com/problems/loud-and-rich,"Array, Depth-First Search, Graph, Topological Sort"
X,More Than Six Months,MEDIUM,Lowest Common Ancestor of a Binary Search Tree,66.6,0.679833022,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
Adobe,Six Months,MEDIUM,Lowest Common Ancestor of a Binary Tree,86.2,0.663659081,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,"Tree, Depth-First Search, Binary Tree"
Meta,Three Months,MEDIUM,Lowest Common Ancestor of a Binary Tree III,87.4,0.82338644,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,"Hash Table, Two Pointers, Tree, Binary Tree"
Fiverr,More Than Six Months,MEDIUM,LRU Cache,100.0,0.449385948,https://leetcode.com/problems/lru-cache,"Hash Table, Linked List, Design, Doubly-Linked List"
Cisco,More Than Six Months,EASY,Lucky Numbers in a Matrix,80.3,0.798830058,https://leetcode.com/problems/lucky-numbers-in-a-matrix,"Array, Matrix"
PhonePe,More Than Six Months,MEDIUM,Magnetic Force Between Two Balls,47.0,0.712358462,https://leetcode.com/problems/magnetic-force-between-two-balls,"Array, Binary Search, Sorting"
Zenefits,More Than Six Months,EASY,Majority Element,100.0,0.656536838,https://leetcode.com/problems/majority-element,"Array, Hash Table, Divide and Conquer, Sorting, Counting"
Zenefits,More Than Six Months,MEDIUM,Majority Element II,88.3,0.541023737,https://leetcode.com/problems/majority-element-ii,"Array, Hash Table, Sorting, Counting"
UKG,Thirty Days,MEDIUM,Make a Positive Array,100.0,0.374712644,https://leetcode.com/problems/make-a-positive-array,"Array, Greedy, Prefix Sum"
Zepto,More Than Six Months,HARD,Make Array Empty,73.4,0.253893299,https://leetcode.com/problems/make-array-empty,"Array, Binary Search, Greedy, Binary Indexed Tree, Segment Tree, Sorting, Ordered Set"
Google,Thirty Days,MEDIUM,Make Array Non-decreasing,31.6,0.538589516,https://leetcode.com/problems/make-array-non-decreasing,"Array, Stack, Greedy, Monotonic Stack"
VMware,More Than Six Months,HARD,Make Array Non-decreasing or Non-increasing,70.6,0.65351005,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing,"Dynamic Programming, Greedy"
DE Shaw,More Than Six Months,MEDIUM,Make Costs of Paths Equal in a Binary Tree,48.6,0.564725412,https://leetcode.com/problems/make-costs-of-paths-equal-in-a-binary-tree,"Array, Dynamic Programming, Greedy, Tree, Binary Tree"
Morgan Stanley,Thirty Days,MEDIUM,Make K-Subarray Sums Equal,100.0,0.363213038,https://leetcode.com/problems/make-k-subarray-sums-equal,"Array, Math, Greedy, Sorting, Number Theory"
IBM,Six Months,MEDIUM,Make Lexicographically Smallest Array by Swapping Elements,64.1,0.602645454,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements,"Array, Union Find, Sorting"
Intuit,More Than Six Months,HARD,Make String Anti-palindrome,48.6,0.423255814,https://leetcode.com/problems/make-string-anti-palindrome,"String, Greedy, Sorting, Counting Sort"
Samsung,More Than Six Months,MEDIUM,Make Sum Divisible by P,57.0,0.394816322,https://leetcode.com/problems/make-sum-divisible-by-p,"Array, Hash Table, Prefix Sum"
BlackStone,Six Months,EASY,Make The String Great,100.0,0.682585966,https://leetcode.com/problems/make-the-string-great,"String, Stack"
Media.net,More Than Six Months,HARD,Make the XOR of All Segments Equal to Zero,53.6,0.397907813,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero,"Array, Dynamic Programming, Bit Manipulation"
UiPath,Six Months,HARD,Making A Large Island,100.0,0.545554771,https://leetcode.com/problems/making-a-large-island,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
ZS Associates,More Than Six Months,MEDIUM,Managers with at Least 5 Direct Reports,100.0,0.489586783,https://leetcode.com/problems/managers-with-at-least-5-direct-reports,Database
Rubrik,Six Months,HARD,Manhattan Distances of All Arrangements of Pieces,100.0,0.327815246,https://leetcode.com/problems/manhattan-distances-of-all-arrangements-of-pieces,"Math, Combinatorics"
Akuna Capital,More Than Six Months,MEDIUM,Map Sum Pairs,68.9,0.566987083,https://leetcode.com/problems/map-sum-pairs,"Hash Table, String, Design, Trie"
Samsung,More Than Six Months,MEDIUM,Mark Elements on Array by Performing Queries,85.0,0.475156891,https://leetcode.com/problems/mark-elements-on-array-by-performing-queries,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
Poshmark,More Than Six Months,MEDIUM,Market Analysis I,100.0,0.571962674,https://leetcode.com/problems/market-analysis-i,Database
Poshmark,More Than Six Months,HARD,Market Analysis II,100.0,0.578760395,https://leetcode.com/problems/market-analysis-ii,Database
X,More Than Six Months,MEDIUM,Masking Personal Information,66.6,0.503931691,https://leetcode.com/problems/masking-personal-information,String
Visa,More Than Six Months,MEDIUM,Match Alphanumerical Pattern in Matrix I,56.2,0.63653603,https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i,"Array, Hash Table, String, Matrix"
eBay,Three Months,MEDIUM,Matchsticks to Square,82.2,0.408228604,https://leetcode.com/problems/matchsticks-to-square,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
Grubhub,Six Months,MEDIUM,Max Area of Island,100.0,0.730632644,https://leetcode.com/problems/max-area-of-island,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
Accenture,More Than Six Months,EASY,Max Consecutive Ones,49.6,0.621935266,https://leetcode.com/problems/max-consecutive-ones,Array
Yandex,More Than Six Months,MEDIUM,Max Consecutive Ones II,42.7,0.514732353,https://leetcode.com/problems/max-consecutive-ones-ii,"Array, Dynamic Programming, Sliding Window"
LinkedIn,Three Months,MEDIUM,Max Consecutive Ones III,90.8,0.656932622,https://leetcode.com/problems/max-consecutive-ones-iii,"Array, Binary Search, Sliding Window, Prefix Sum"
Trexquant,More Than Six Months,MEDIUM,Max Difference You Can Get From Changing an Integer,100.0,0.402455422,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,"Math, Greedy"
Rivian,All,MEDIUM,Max Increase to Keep City Skyline,100.0,0.861795891,https://leetcode.com/problems/max-increase-to-keep-city-skyline,"Array, Greedy, Matrix"
DE Shaw,More Than Six Months,MEDIUM,Max Number of K-Sum Pairs,58.9,0.561202743,https://leetcode.com/problems/max-number-of-k-sum-pairs,"Array, Hash Table, Two Pointers, Sorting"
Waymo,Three Months,HARD,Max Points on a Line,100.0,0.287764749,https://leetcode.com/problems/max-points-on-a-line,"Array, Hash Table, Math, Geometry"
LinkedIn,More Than Six Months,HARD,Max Stack,100.0,0.454796081,https://leetcode.com/problems/max-stack,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set"
Nvidia,Six Months,MEDIUM,Max Sum of a Pair With Equal Sum of Digits,65.3,0.659976607,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,"Array, Hash Table, Sorting, Heap (Priority Queue)"
DE Shaw,More Than Six Months,HARD,Max Sum of Rectangle No Larger Than K,58.9,0.446058946,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,"Array, Binary Search, Matrix, Prefix Sum, Ordered Set"
smartnews,More Than Six Months,MEDIUM,Maximal Network Rank,100.0,0.654142203,https://leetcode.com/problems/maximal-network-rank,Graph
EPAM Systems,More Than Six Months,HARD,Maximal Rectangle,59.2,0.53351632,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
McKinsey,More Than Six Months,MEDIUM,Maximal Score After Applying K Operations,68.7,0.637679621,https://leetcode.com/problems/maximal-score-after-applying-k-operations,"Array, Greedy, Heap (Priority Queue)"
Wise,More Than Six Months,MEDIUM,Maximal Square,100.0,0.485563212,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix"
Uber,Six Months,MEDIUM,Maximize Amount After Two Days of Conversions,78.6,0.583150122,https://leetcode.com/problems/maximize-amount-after-two-days-of-conversions,"Array, String, Depth-First Search, Breadth-First Search, Graph"
Swiggy,More Than Six Months,MEDIUM,Maximize Area of Square Hole in Grid,91.6,0.367408766,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid,"Array, Sorting"
VK,Six Months,MEDIUM,Maximize Distance to Closest Person,100.0,0.488545716,https://leetcode.com/problems/maximize-distance-to-closest-person,Array
Twilio,More Than Six Months,MEDIUM,Maximize Greatness of an Array,100.0,0.581702097,https://leetcode.com/problems/maximize-greatness-of-an-array,"Array, Two Pointers, Greedy, Sorting"
HashedIn,More Than Six Months,HARD,Maximize Items,100.0,0.750650703,https://leetcode.com/problems/maximize-items,Database
Sprinklr,More Than Six Months,HARD,Maximize Score After N Operations,70.8,0.578023682,https://leetcode.com/problems/maximize-score-after-n-operations,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Number Theory, Bitmask"
DRW,Three Months,MEDIUM,Maximize Score After Pair Deletions,100.0,0.609984399,https://leetcode.com/problems/maximize-score-after-pair-deletions,"Array, Greedy"
Rubrik,Six Months,HARD,Maximize Subarray Sum After Removing All Occurrences of One Element,100.0,0.193093826,https://leetcode.com/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element,"Array, Dynamic Programming, Segment Tree"
LinkedIn,Three Months,HARD,Maximize Subarrays After Removing One Conflicting Pair,74.3,0.326332371,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair,"Array, Segment Tree, Enumeration, Prefix Sum"
Druva,More Than Six Months,EASY,Maximize Sum Of Array After K Negations,100.0,0.522282819,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations,"Array, Greedy, Sorting"
Gameskraft,Six Months,HARD,Maximize Sum of Weights after Edge Removals,100.0,0.286975907,https://leetcode.com/problems/maximize-sum-of-weights-after-edge-removals,"Dynamic Programming, Tree, Depth-First Search"
Arcesium,More Than Six Months,MEDIUM,Maximize the Confusion of an Exam,73.0,0.684393236,https://leetcode.com/problems/maximize-the-confusion-of-an-exam,"String, Binary Search, Sliding Window, Prefix Sum"
Infosys,Six Months,HARD,Maximize the Minimum Game Score,100.0,0.244913151,https://leetcode.com/problems/maximize-the-minimum-game-score,"Array, Binary Search, Greedy"
HiLabs,More Than Six Months,HARD,Maximize the Number of Partitions After Operations,100.0,0.273280996,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations,"String, Dynamic Programming, Bit Manipulation, Bitmask"
jio,Six Months,MEDIUM,Maximize the Number of Target Nodes After Connecting Trees I,100.0,0.479982029,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i,"Tree, Depth-First Search, Breadth-First Search"
jio,Six Months,HARD,Maximize the Number of Target Nodes After Connecting Trees II,100.0,0.538300654,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-ii,"Tree, Depth-First Search, Breadth-First Search"
American Express,More Than Six Months,MEDIUM,Maximize the Topmost Element After K Moves,61.7,0.233701406,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves,"Array, Greedy"
LinkedIn,More Than Six Months,MEDIUM,Maximize Total Tastiness of Purchased Fruits,31.5,0.642237401,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits,"Array, Dynamic Programming"
Hudson River Trading,More Than Six Months,EASY,Maximum 69 Number,88.9,0.817006279,https://leetcode.com/problems/maximum-69-number,"Math, Greedy"
PhonePe,Six Months,MEDIUM,Maximum Amount of Money Robot Can Earn,100.0,0.285208333,https://leetcode.com/problems/maximum-amount-of-money-robot-can-earn,"Array, Dynamic Programming, Matrix"
Miro,More Than Six Months,MEDIUM,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,89.6,0.412013733,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,"Array, Greedy, Sorting"
Atlassian,More Than Six Months,EASY,Maximum Area of Longest Diagonal Rectangle,67.1,0.364253924,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle,Array
UKG,Six Months,MEDIUM,Maximum Area Rectangle With Point Constraints I,100.0,0.494011299,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i,"Array, Math, Binary Indexed Tree, Segment Tree, Geometry, Sorting, Enumeration"
UKG,Six Months,HARD,Maximum Area Rectangle With Point Constraints II,100.0,0.203901047,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-ii,"Array, Math, Binary Indexed Tree, Segment Tree, Geometry, Sorting"
Zluri,More Than Six Months,MEDIUM,Maximum Array Hopping Score I,100.0,0.776198213,https://leetcode.com/problems/maximum-array-hopping-score-i,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack"
Zluri,More Than Six Months,MEDIUM,Maximum Array Hopping Score II,100.0,0.56880109,https://leetcode.com/problems/maximum-array-hopping-score-ii,"Array, Stack, Greedy, Monotonic Stack"
Huawei,More Than Six Months,MEDIUM,Maximum Binary String After Change,74.8,0.469675425,https://leetcode.com/problems/maximum-binary-string-after-change,"String, Greedy"
Dataminr,More Than Six Months,HARD,Maximum Building Height,100.0,0.372870133,https://leetcode.com/problems/maximum-building-height,"Array, Math, Sorting"
Oracle,Six Months,MEDIUM,Maximum Candies Allocated to K Children,47.4,0.501062899,https://leetcode.com/problems/maximum-candies-allocated-to-k-children,"Array, Binary Search"
Lyft,More Than Six Months,HARD,Maximum Candies You Can Get from Boxes,50.1,0.574912514,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes,"Array, Breadth-First Search, Graph"
Uber,Three Months,MEDIUM,Maximum Coin Collection ,85.1,0.531051965,https://leetcode.com/problems/maximum-coin-collection,"Array, Dynamic Programming"
Deutsche Bank,More Than Six Months,MEDIUM,Maximum Coins Heroes Can Collect,61.8,0.685728953,https://leetcode.com/problems/maximum-coins-heroes-can-collect,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum"
ShareChat,More Than Six Months,EASY,Maximum Count of Positive Integer and Negative Integer,100.0,0.744901725,https://leetcode.com/problems/maximum-count-of-positive-integer-and-negative-integer,"Array, Binary Search, Counting"
DE Shaw,More Than Six Months,HARD,Maximum Deletions on a String,48.6,0.344396143,https://leetcode.com/problems/maximum-deletions-on-a-string,"String, Dynamic Programming, Rolling Hash, String Matching, Hash Function"
Arista Networks,Six Months,EASY,Maximum Depth of Binary Tree,100.0,0.770015238,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
Datadog,Six Months,EASY,Maximum Depth of N-ary Tree,100.0,0.728492378,https://leetcode.com/problems/maximum-depth-of-n-ary-tree,"Tree, Depth-First Search, Breadth-First Search"
Cisco,More Than Six Months,EASY,Maximum Difference Between Increasing Elements,63.0,0.590587521,https://leetcode.com/problems/maximum-difference-between-increasing-elements,Array
EPAM Systems,More Than Six Months,MEDIUM,Maximum Difference Between Node and Ancestor,59.2,0.780447352,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor,"Tree, Depth-First Search, Binary Tree"
Intuit,More Than Six Months,MEDIUM,Maximum Difference Score in a Grid,48.6,0.466048959,https://leetcode.com/problems/maximum-difference-score-in-a-grid,"Array, Dynamic Programming, Matrix"
Myntra,More Than Six Months,MEDIUM,Maximum Earnings From Taxi,79.9,0.447545976,https://leetcode.com/problems/maximum-earnings-from-taxi,"Array, Hash Table, Binary Search, Dynamic Programming, Sorting"
Barclays,More Than Six Months,HARD,Maximum Employees to Be Invited to a Meeting,80.0,0.621479016,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting,"Depth-First Search, Graph, Topological Sort"
American Express,More Than Six Months,HARD,Maximum Equal Frequency,61.7,0.373958128,https://leetcode.com/problems/maximum-equal-frequency,"Array, Hash Table"
Cashfree,More Than Six Months,MEDIUM,Maximum Erasure Value,100.0,0.592607405,https://leetcode.com/problems/maximum-erasure-value,"Array, Hash Table, Sliding Window"
Amazon,Thirty Days,MEDIUM,Maximum Frequency After Subarray Operation,62.7,0.238444932,https://leetcode.com/problems/maximum-frequency-after-subarray-operation,"Array, Hash Table, Dynamic Programming, Greedy, Enumeration, Prefix Sum"
PayPal,More Than Six Months,HARD,Maximum Frequency Score of a Subarray,51.1,0.350784016,https://leetcode.com/problems/maximum-frequency-score-of-a-subarray,"Array, Hash Table, Math, Stack, Sliding Window"
Nutanix,Three Months,HARD,Maximum Frequency Stack,87.9,0.66104712,https://leetcode.com/problems/maximum-frequency-stack,"Hash Table, Stack, Design, Ordered Set"
Deutsche Bank,More Than Six Months,HARD,Maximum Fruits Harvested After at Most K Steps,72.1,0.362941984,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps,"Array, Binary Search, Sliding Window, Prefix Sum"
DoorDash,More Than Six Months,MEDIUM,Maximum Gap,42.4,0.490882959,https://leetcode.com/problems/maximum-gap,"Array, Sorting, Bucket Sort, Radix Sort"
ThoughtWorks,More Than Six Months,HARD,Maximum GCD-Sum of a Subarray,100.0,0.364010989,https://leetcode.com/problems/maximum-gcd-sum-of-a-subarray,"Array, Math, Binary Search, Number Theory"
Media.net,More Than Six Months,HARD,Maximum Genetic Difference Query,69.5,0.44070365,https://leetcode.com/problems/maximum-genetic-difference-query,"Array, Hash Table, Bit Manipulation, Depth-First Search, Trie"
TuSimple,More Than Six Months,HARD,Maximum Good People Based on Statements,100.0,0.507928609,https://leetcode.com/problems/maximum-good-people-based-on-statements,"Array, Backtracking, Bit Manipulation, Enumeration"
Groww,More Than Six Months,MEDIUM,Maximum Good Subarray Sum,100.0,0.201137903,https://leetcode.com/problems/maximum-good-subarray-sum,"Array, Hash Table, Prefix Sum"
Samsung,More Than Six Months,HARD,Maximum Height by Stacking Cuboids ,57.0,0.59820693,https://leetcode.com/problems/maximum-height-by-stacking-cuboids,"Array, Dynamic Programming, Sorting"
Palo Alto Networks,More Than Six Months,MEDIUM,Maximum Length of a Concatenated String with Unique Characters,93.9,0.542260178,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters,"Array, String, Backtracking, Bit Manipulation"
Swiggy,More Than Six Months,MEDIUM,Maximum Length of Pair Chain,79.8,0.607554253,https://leetcode.com/problems/maximum-length-of-pair-chain,"Array, Dynamic Programming, Greedy, Sorting"
Citadel,More Than Six Months,MEDIUM,Maximum Length of Repeated Subarray,47.7,0.509938016,https://leetcode.com/problems/maximum-length-of-repeated-subarray,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function"
Arcesium,More Than Six Months,MEDIUM,Maximum Length of Subarray With Positive Product,84.9,0.443737348,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product,"Array, Dynamic Programming, Greedy"
Honeywell,Six Months,MEDIUM,Maximum Matrix Sum,90.8,0.659399699,https://leetcode.com/problems/maximum-matrix-sum,"Array, Greedy, Matrix"
Intel,More Than Six Months,EASY,Maximum Nesting Depth of the Parentheses,62.3,0.842793275,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,"String, Stack"
MathWorks,More Than Six Months,MEDIUM,Maximum Number of Alloys,81.2,0.387064817,https://leetcode.com/problems/maximum-number-of-alloys,"Array, Binary Search"
Tesla,More Than Six Months,EASY,Maximum Number of Balloons,72.6,0.597167031,https://leetcode.com/problems/maximum-number-of-balloons,"Hash Table, String, Counting"
AppDynamics,More Than Six Months,EASY,Maximum Number of Balls in a Box,100.0,0.741945943,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,"Hash Table, Math, Counting"
Infosys,More Than Six Months,MEDIUM,Maximum Number of Consecutive Values You Can Make,52.2,0.617863619,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make,"Array, Greedy, Sorting"
Zoho,Three Months,MEDIUM,Maximum Number of Events That Can Be Attended,87.5,0.328715581,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,"Array, Greedy, Sorting, Heap (Priority Queue)"
PayPal,More Than Six Months,MEDIUM,Maximum Number of Integers to Choose From a Range I,42.5,0.678899544,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-i,"Array, Hash Table, Binary Search, Greedy, Sorting"
PayPal,More Than Six Months,MEDIUM,Maximum Number of Integers to Choose From a Range II,42.5,0.351093274,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-ii,"Array, Binary Search, Greedy, Sorting"
SoFi,Three Months,HARD,Maximum Number of Non-overlapping Palindrome Substrings,79.2,0.414365588,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings,"Two Pointers, String, Dynamic Programming, Greedy"
Hubspot,Six Months,MEDIUM,Maximum Number of Occurrences of a Substring,87.6,0.532289822,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring,"Hash Table, String, Sliding Window"
Qualcomm,More Than Six Months,HARD,Maximum Number of Ones,78.3,0.686096454,https://leetcode.com/problems/maximum-number-of-ones,"Math, Greedy, Sorting, Heap (Priority Queue)"
Altimetrik,More Than Six Months,EASY,Maximum Number of Pairs in Array,88.9,0.754658991,https://leetcode.com/problems/maximum-number-of-pairs-in-array,"Array, Hash Table, Counting"
J.P. Morgan,More Than Six Months,HARD,Maximum Number of Points From Grid Queries,37.6,0.595627853,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries,"Array, Two Pointers, Breadth-First Search, Union Find, Sorting, Heap (Priority Queue), Matrix"
DE Shaw,More Than Six Months,MEDIUM,Maximum Number of Points with Cost,48.6,0.422009841,https://leetcode.com/problems/maximum-number-of-points-with-cost,"Array, Dynamic Programming, Matrix"
Geico,More Than Six Months,MEDIUM,Maximum Number of Potholes That Can Be Fixed,100.0,0.536180905,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed,"String, Greedy, Sorting"
Moveworks,More Than Six Months,MEDIUM,Maximum Number of Removable Characters,52.9,0.455758436,https://leetcode.com/problems/maximum-number-of-removable-characters,"Array, Two Pointers, String, Binary Search"
InMobi,More Than Six Months,HARD,Maximum Number of Robots Within Budget,100.0,0.364994944,https://leetcode.com/problems/maximum-number-of-robots-within-budget,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue"
Coupang,More Than Six Months,HARD,Maximum Number of Tasks You Can Assign,63.5,0.508819904,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign,"Array, Two Pointers, Binary Search, Greedy, Queue, Sorting, Monotonic Queue"
Snowflake,More Than Six Months,MEDIUM,Maximum Number of Upgradable Servers,70.8,0.406641816,https://leetcode.com/problems/maximum-number-of-upgradable-servers,"Array, Math, Binary Search"
Nuro,Thirty Days,HARD,Maximum Number of Visible Points,100.0,0.375900078,https://leetcode.com/problems/maximum-number-of-visible-points,"Array, Math, Geometry, Sliding Window, Sorting"
Wayfair,More Than Six Months,MEDIUM,Maximum Number of Vowels in a Substring of Given Length,57.2,0.601868837,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,"String, Sliding Window"
Wells Fargo,More Than Six Months,MEDIUM,Maximum Number of Weeks for Which You Can Work,75.1,0.412366589,https://leetcode.com/problems/maximum-number-of-weeks-for-which-you-can-work,"Array, Greedy"
Quora,More Than Six Months,EASY,Maximum Number of Words You Can Type,65.1,0.745581415,https://leetcode.com/problems/maximum-number-of-words-you-can-type,"Hash Table, String"
DE Shaw,More Than Six Months,MEDIUM,Maximum OR,48.6,0.410754655,https://leetcode.com/problems/maximum-or,"Array, Greedy, Bit Manipulation, Prefix Sum"
MathWorks,More Than Six Months,MEDIUM,Maximum Palindromes After Operations,56.9,0.42928046,https://leetcode.com/problems/maximum-palindromes-after-operations,"Array, Hash Table, String, Greedy, Sorting, Counting"
