Company,Time Period,Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
Morgan Stanley,More Than Six Months,MEDIUM,Steps to Make Array Non-decreasing,57.8,0.230226533,https://leetcode.com/problems/steps-to-make-array-non-decreasing,"Array, Linked List, Stack, Monotonic Stack"
IXL,More Than Six Months,HARD,Stickers to Spell Word,61.9,0.499672952,https://leetcode.com/problems/stickers-to-spell-word,"Array, Hash Table, String, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask"
Ripple,More Than Six Months,MEDIUM,Stock Price Fluctuation ,100.0,0.479896155,https://leetcode.com/problems/stock-price-fluctuation,"Hash Table, Design, Heap (Priority Queue), Data Stream, Ordered Set"
Cisco,More Than Six Months,MEDIUM,Stone Game,70.1,0.715206254,https://leetcode.com/problems/stone-game,"Array, Math, Dynamic Programming, Game Theory"
Samsung,More Than Six Months,MEDIUM,Stone Game IX,47.6,0.287828424,https://leetcode.com/problems/stone-game-ix,"Array, Math, Greedy, Counting, Game Theory"
Arcesium,More Than Six Months,MEDIUM,Stone Game VI,93.4,0.586901885,https://leetcode.com/problems/stone-game-vi,"Array, Math, Greedy, Sorting, Heap (Priority Queue), Game Theory"
Dunzo,More Than Six Months,MEDIUM,Stone Game VII,100.0,0.582485743,https://leetcode.com/problems/stone-game-vii,"Array, Math, Dynamic Programming, Game Theory"
Infosys,More Than Six Months,HARD,Stone Game VIII,52.2,0.52893573,https://leetcode.com/problems/stone-game-viii,"Array, Math, Dynamic Programming, Prefix Sum, Game Theory"
NetEase,More Than Six Months,HARD,Strange Printer,100.0,0.607702746,https://leetcode.com/problems/strange-printer,"String, Dynamic Programming"
Jane Street,More Than Six Months,HARD,Stream of Characters,72.8,0.51149483,https://leetcode.com/problems/stream-of-characters,"Array, String, Design, Trie, Data Stream"
Ripple,More Than Six Months,MEDIUM,String Compression,100.0,0.578281647,https://leetcode.com/problems/string-compression,"Two Pointers, String"
Toptal,More Than Six Months,HARD,String Compression II,100.0,0.519822089,https://leetcode.com/problems/string-compression-ii,"String, Dynamic Programming"
Qualcomm,More Than Six Months,MEDIUM,String Compression III,78.3,0.667856632,https://leetcode.com/problems/string-compression-iii,String
Valve,Three Months,MEDIUM,String to Integer (atoi),100.0,0.190292024,https://leetcode.com/problems/string-to-integer-atoi,String
Snowflake,More Than Six Months,HARD,String Transformation,97.0,0.249155146,https://leetcode.com/problems/string-transformation,"Math, String, Dynamic Programming, String Matching"
Zalando,More Than Six Months,MEDIUM,String Without AAA or BBB,100.0,0.444698759,https://leetcode.com/problems/string-without-aaa-or-bbb,"String, Greedy"
Okta,More Than Six Months,MEDIUM,Strings Differ by One Character,100.0,0.411243388,https://leetcode.com/problems/strings-differ-by-one-character,"Hash Table, String, Rolling Hash, Hash Function"
Google,All,EASY,Strobogrammatic Number,25.7,0.475921006,https://leetcode.com/problems/strobogrammatic-number,"Hash Table, Two Pointers, String"
Google,More Than Six Months,MEDIUM,Strobogrammatic Number II,22.2,0.531293727,https://leetcode.com/problems/strobogrammatic-number-ii,"Array, String, Recursion"
Devtron,More Than Six Months,HARD,Strong Password Checker,100.0,0.145255789,https://leetcode.com/problems/strong-password-checker,"String, Greedy, Heap (Priority Queue)"
Roblox,More Than Six Months,EASY,Students and Examinations,44.6,0.60442067,https://leetcode.com/problems/students-and-examinations,Database
ServiceNow,More Than Six Months,MEDIUM,Subarray Product Less Than K,100.0,0.527252267,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum"
Scale AI,More Than Six Months,MEDIUM,Subarray Sum Equals K,100.0,0.452833855,https://leetcode.com/problems/subarray-sum-equals-k,"Array, Hash Table, Prefix Sum"
Expedia,More Than Six Months,MEDIUM,Subarray Sums Divisible by K,72.2,0.555755326,https://leetcode.com/problems/subarray-sums-divisible-by-k,"Array, Hash Table, Prefix Sum"
instabase,Six Months,HARD,Subarray With Elements Greater Than Varying Threshold,100.0,0.444107744,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold,"Array, Stack, Union Find, Monotonic Stack"
Roblox,Six Months,HARD,Subarrays with K Different Integers,55.6,0.654952485,https://leetcode.com/problems/subarrays-with-k-different-integers,"Array, Hash Table, Sliding Window, Counting"
Peloton,More Than Six Months,MEDIUM,Subdomain Visit Count,100.0,0.76791516,https://leetcode.com/problems/subdomain-visit-count,"Array, Hash Table, String, Counting"
Nuro,More Than Six Months,MEDIUM,Subrectangle Queries,100.0,0.859236095,https://leetcode.com/problems/subrectangle-queries,"Array, Design, Matrix"
DRW,More Than Six Months,MEDIUM,Subsequence of Size K With the Largest Even Sum,82.0,0.355821358,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum,"Array, Greedy, Sorting"
Meesho,More Than Six Months,HARD,Subsequence With the Minimum Score,73.1,0.325571336,https://leetcode.com/problems/subsequence-with-the-minimum-score,"Two Pointers, String, Binary Search"
Fiverr,More Than Six Months,MEDIUM,Subsets,100.0,0.806408066,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
Swiggy,More Than Six Months,MEDIUM,Subsets II,79.8,0.592658356,https://leetcode.com/problems/subsets-ii,"Array, Backtracking, Bit Manipulation"
Roku,More Than Six Months,HARD,Substring with Concatenation of All Words,100.0,0.329417597,https://leetcode.com/problems/substring-with-concatenation-of-all-words,"Hash Table, String, Sliding Window"
Trilogy,More Than Six Months,MEDIUM,Substring XOR Queries,100.0,0.344260383,https://leetcode.com/problems/substring-xor-queries,"Array, Hash Table, String, Bit Manipulation"
Quora,More Than Six Months,EASY,Substrings of Size Three with Distinct Characters,65.1,0.752983233,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,"Hash Table, String, Sliding Window, Counting"
Quora,More Than Six Months,EASY,Subtract the Product and Sum of Digits of an Integer,65.1,0.866674137,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer,Math
Jump Trading,More Than Six Months,EASY,Subtree of Another Tree,100.0,0.497845709,https://leetcode.com/problems/subtree-of-another-tree,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function"
Sony,More Than Six Months,HARD,Subtree Removal Game with Fibonacci Tree,89.4,0.569724087,https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree,"Math, Dynamic Programming, Tree, Binary Tree, Game Theory"
Goldman Sachs,All,MEDIUM,Successful Pairs of Spells and Potions,46.6,0.452856475,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,"Array, Two Pointers, Binary Search, Sorting"
LINE,More Than Six Months,HARD,Sudoku Solver,100.0,0.637581598,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix"
ByteDance,More Than Six Months,MEDIUM,Sum Game,65.0,0.482995534,https://leetcode.com/problems/sum-game,"Math, String, Greedy, Game Theory"
LinkedIn,More Than Six Months,EASY,Sum of All Odd Length Subarrays,31.5,0.834679879,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,"Array, Math, Prefix Sum"
Fastenal,More Than Six Months,MEDIUM,Sum of Beauty of All Substrings,89.6,0.702017505,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,"Hash Table, String, Counting"
Turing,Three Months,MEDIUM,Sum of Digit Differences of All Pairs,82.5,0.423581984,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs,"Array, Hash Table, Math, Counting"
BNY Mellon,More Than Six Months,MEDIUM,Sum of Distances,78.8,0.311128963,https://leetcode.com/problems/sum-of-distances,"Array, Hash Table, Prefix Sum"
MathWorks,More Than Six Months,HARD,Sum of Distances in Tree,65.8,0.652931947,https://leetcode.com/problems/sum-of-distances-in-tree,"Dynamic Programming, Tree, Depth-First Search, Graph"
Indeed,More Than Six Months,MEDIUM,Sum of Even Numbers After Queries,100.0,0.684721539,https://leetcode.com/problems/sum-of-even-numbers-after-queries,"Array, Simulation"
Cisco,More Than Six Months,HARD,Sum of k-Mirror Numbers,34.1,0.413935697,https://leetcode.com/problems/sum-of-k-mirror-numbers,"Math, Enumeration"
Grammarly,More Than Six Months,EASY,Sum of Left Leaves,63.5,0.615508781,https://leetcode.com/problems/sum-of-left-leaves,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
Sprinklr,More Than Six Months,MEDIUM,Sum of Matrix After Queries,60.0,0.311250068,https://leetcode.com/problems/sum-of-matrix-after-queries,"Array, Hash Table"
Media.net,More Than Six Months,MEDIUM,Sum of Remoteness of All Cells,53.6,0.70754388,https://leetcode.com/problems/sum-of-remoteness-of-all-cells,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Matrix"
MakeMyTrip,More Than Six Months,HARD,Sum Of Special Evenly-Spaced Elements In Array,67.6,0.489751553,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array,"Array, Dynamic Programming"
Two Sigma,More Than Six Months,MEDIUM,Sum of Square Numbers,59.1,0.364439652,https://leetcode.com/problems/sum-of-square-numbers,"Math, Two Pointers, Binary Search"
Flipkart,Thirty Days,MEDIUM,Sum of Subarray Minimums,100.0,0.374987865,https://leetcode.com/problems/sum-of-subarray-minimums,"Array, Dynamic Programming, Stack, Monotonic Stack"
J.P. Morgan,More Than Six Months,MEDIUM,Sum of Subarray Ranges,37.6,0.601876365,https://leetcode.com/problems/sum-of-subarray-ranges,"Array, Stack, Monotonic Stack"
Infosys,More Than Six Months,HARD,Sum of Total Strength of Wizards,52.2,0.282339167,https://leetcode.com/problems/sum-of-total-strength-of-wizards,"Array, Stack, Monotonic Stack, Prefix Sum"
Hulu,More Than Six Months,MEDIUM,Sum of Two Integers,100.0,0.534873646,https://leetcode.com/problems/sum-of-two-integers,"Math, Bit Manipulation"
tcs,More Than Six Months,EASY,Sum of Unique Elements,28.3,0.789366739,https://leetcode.com/problems/sum-of-unique-elements,"Array, Hash Table, Counting"
Accenture,More Than Six Months,EASY,Sum of Values at Indices With K Set Bits,40.1,0.85667769,https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits,"Array, Bit Manipulation"
Meta,Six Months,MEDIUM,Sum Root to Leaf Numbers,77.5,0.683375738,https://leetcode.com/problems/sum-root-to-leaf-numbers,"Tree, Depth-First Search, Binary Tree"
VK,Three Months,EASY,Summary Ranges,100.0,0.52893708,https://leetcode.com/problems/summary-ranges,Array
Goldman Sachs,More Than Six Months,HARD,Super Egg Drop,30.3,0.285965037,https://leetcode.com/problems/super-egg-drop,"Math, Binary Search, Dynamic Programming"
Urban Company,More Than Six Months,MEDIUM,Surrounded Regions,92.4,0.425592903,https://leetcode.com/problems/surrounded-regions,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
J.P. Morgan,More Than Six Months,MEDIUM,Suspicious Bank Accounts,37.6,0.449591281,https://leetcode.com/problems/suspicious-bank-accounts,Database
Nutanix,More Than Six Months,MEDIUM,Swap For Longest Repeated Character Substring,85.7,0.435955568,https://leetcode.com/problems/swap-for-longest-repeated-character-substring,"Hash Table, String, Sliding Window"
Qualcomm,More Than Six Months,MEDIUM,Swap Nodes in Pairs,91.0,0.669524727,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion"
Snowflake,More Than Six Months,MEDIUM,Swapping Nodes in a Linked List,49.2,0.683752012,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,"Linked List, Two Pointers"
PhonePe,More Than Six Months,HARD,Swim in Rising Water,56.5,0.625643946,https://leetcode.com/problems/swim-in-rising-water,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
Mitsogo,More Than Six Months,MEDIUM,Symmetric Coordinates,100.0,0.405333333,https://leetcode.com/problems/symmetric-coordinates,Database
Comcast,More Than Six Months,EASY,Symmetric Tree,89.0,0.590445303,https://leetcode.com/problems/symmetric-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
Moveworks,More Than Six Months,MEDIUM,Synonymous Sentences,87.3,0.565444138,https://leetcode.com/problems/synonymous-sentences,"Array, Hash Table, String, Backtracking, Union Find"
DE Shaw,More Than Six Months,EASY,Take Gifts From the Richest Pile,48.6,0.756560641,https://leetcode.com/problems/take-gifts-from-the-richest-pile,"Array, Heap (Priority Queue), Simulation"
IBM,More Than Six Months,MEDIUM,Taking Maximum Energy From the Mystic Dungeon,37.8,0.409667743,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon,"Array, Prefix Sum"
tcs,Six Months,HARD,Tallest Billboard,76.2,0.518693973,https://leetcode.com/problems/tallest-billboard,"Array, Dynamic Programming"
Myntra,Six Months,MEDIUM,Target Sum,100.0,0.505808062,https://leetcode.com/problems/target-sum,"Array, Dynamic Programming, Backtracking"
zeta suite,More Than Six Months,MEDIUM,Task Scheduler,100.0,0.613311876,https://leetcode.com/problems/task-scheduler,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
Remitly,More Than Six Months,MEDIUM,Task Scheduler II,77.4,0.539072968,https://leetcode.com/problems/task-scheduler-ii,"Array, Hash Table, Simulation"
Wayfair,More Than Six Months,MEDIUM,Team Scores in Football Tournament,66.1,0.557605004,https://leetcode.com/problems/team-scores-in-football-tournament,Database
Riot Games,More Than Six Months,EASY,Teemo Attacking,79.5,0.56909266,https://leetcode.com/problems/teemo-attacking,"Array, Simulation"
Snap,More Than Six Months,MEDIUM,Ternary Expression Parser,51.2,0.619205693,https://leetcode.com/problems/ternary-expression-parser,"String, Stack, Recursion"
Sentry,More Than Six Months,HARD,Text Justification,100.0,0.478152853,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
Expedia,More Than Six Months,MEDIUM,The Earliest Moment When Everyone Become Friends,72.2,0.656687262,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,"Array, Union Find, Sorting"
Morgan Stanley,More Than Six Months,EASY,The Employee That Worked on the Longest Task,57.8,0.504790053,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task,Array
Bloomberg,Three Months,MEDIUM,The k-th Lexicographical String of All Happy Strings of Length n,52.6,0.851021704,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,"String, Backtracking"
IBM,More Than Six Months,MEDIUM,The kth Factor of n,73.4,0.69505668,https://leetcode.com/problems/the-kth-factor-of-n,"Math, Number Theory"
Zoho,More Than Six Months,MEDIUM,The Latest Time to Catch a Bus,38.6,0.282738325,https://leetcode.com/problems/the-latest-time-to-catch-a-bus,"Array, Two Pointers, Binary Search, Sorting"
Uber,Thirty Days,MEDIUM,The Maze,100.0,0.59351914,https://leetcode.com/problems/the-maze,"Array, Depth-First Search, Breadth-First Search, Matrix"
Uber,Thirty Days,MEDIUM,The Maze II,100.0,0.541042254,https://leetcode.com/problems/the-maze-ii,"Array, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
Infosys,More Than Six Months,MEDIUM,The Number of Beautiful Subsets,52.2,0.507386434,https://leetcode.com/problems/the-number-of-beautiful-subsets,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Sorting, Combinatorics"
ZS Associates,More Than Six Months,EASY,The Number of Employees Which Report to Each Employee,100.0,0.519835172,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee,Database
General Motors,More Than Six Months,MEDIUM,The Number of Full Rounds You Have Played,75.6,0.433950684,https://leetcode.com/problems/the-number-of-full-rounds-you-have-played,"Math, String"
Lowe's,More Than Six Months,HARD,The Number of Good Subsets,67.3,0.358136249,https://leetcode.com/problems/the-number-of-good-subsets,"Array, Math, Dynamic Programming, Bit Manipulation, Bitmask"
